essay_id,src,topic
c1ffeb5,kaggle-persuade,3
c201ec2,kaggle-persuade,12
c20344e,kaggle-persuade,3
c208b00,kaggle-only,1
c20d79b,kaggle-persuade,1
c20f48f,kaggle-only,3
c2216d9,kaggle-persuade,4
c221707,kaggle-persuade,1
c229648,kaggle-only,3
c22f58f,kaggle-persuade,5
c22fea7,kaggle-only,1
c2333c4,kaggle-only,6
c236426,kaggle-persuade,3
c23bb92,kaggle-persuade,5
c241e20,kaggle-persuade,3
c24566f,kaggle-persuade,3
c24e037,kaggle-persuade,6
c250ef0,kaggle-persuade,5
c252897,kaggle-persuade,9
c25501c,kaggle-persuade,5
c255b1f,kaggle-only,0
c2570f6,kaggle-persuade,1
c257539,kaggle-only,1
c25a8dc,kaggle-persuade,9
c25ce3f,kaggle-persuade,0
c262f42,kaggle-only,12
c263424,kaggle-only,0
c26a074,kaggle-persuade,6
c26de91,kaggle-persuade,5
c274451,kaggle-persuade,4
c278844,kaggle-persuade,4
c27e37c,kaggle-persuade,0
c282fd3,kaggle-persuade,5
c284907,kaggle-persuade,3
c28a03e,kaggle-persuade,3
c28e6b8,kaggle-persuade,3
c29152d,kaggle-persuade,3
c291598,kaggle-persuade,0
c291bb7,kaggle-only,1
c29258f,kaggle-persuade,4
c2962e6,kaggle-persuade,9
c29eca8,kaggle-persuade,9
c2a1f15,kaggle-persuade,1
c2a3c50,kaggle-persuade,1
c2a99a4,kaggle-persuade,0
c2a9c8b,kaggle-persuade,1
c2ac052,kaggle-persuade,5
c2acd73,kaggle-persuade,0
c2b3309,kaggle-persuade,0
c2b3c97,kaggle-persuade,9
c2b5ab0,kaggle-persuade,4
c2c2fff,kaggle-persuade,1
c2cfb38,kaggle-persuade,3
c2d42a7,kaggle-persuade,0
c2d5fa5,kaggle-only,3
c2dc1f0,kaggle-persuade,4
c2e134c,kaggle-only,6
c2e46f1,kaggle-persuade,4
c2e8bd2,kaggle-persuade,4
c2e8d1a,kaggle-persuade,6
c2ebc90,kaggle-persuade,0
c2f04df,kaggle-only,0
c2f0a67,kaggle-only,1
c2f586f,kaggle-only,12
c2f9e43,kaggle-persuade,6
c2fb070,kaggle-persuade,4
c2fd586,kaggle-only,6
c3015a5,kaggle-persuade,5
c302026,kaggle-persuade,9
c3058fe,kaggle-persuade,3
c30afa3,kaggle-only,1
c30c7da,kaggle-persuade,4
c30d020,kaggle-persuade,5
c30ef3f,kaggle-persuade,5
c312a83,kaggle-only,12
c312f80,kaggle-only,0
c31558d,kaggle-persuade,12
c317e8b,kaggle-persuade,0
c31b06a,kaggle-persuade,4
c31b9fc,kaggle-only,0
c31d7a8,kaggle-persuade,5
c31ef3b,kaggle-persuade,3
c3208b3,kaggle-persuade,12
c320e8d,kaggle-persuade,0
c3277c0,kaggle-persuade,4
c331692,kaggle-persuade,12
c3363a9,kaggle-persuade,3
c337f6a,kaggle-persuade,4
c3380a3,kaggle-persuade,1
c33893b,kaggle-persuade,9
c338f9c,kaggle-only,0
c341a23,kaggle-only,0
c342e55,kaggle-persuade,6
c34313f,kaggle-persuade,5
c34b128,kaggle-persuade,0
c352a0a,kaggle-persuade,6
c3576dc,kaggle-persuade,12
c35a9db,kaggle-persuade,5
c369266,kaggle-only,0
c36a91a,kaggle-persuade,9
c36c3b8,kaggle-persuade,12
c36e623,kaggle-persuade,1
c370ff5,kaggle-persuade,4
c376c72,kaggle-only,1
c37ca8b,kaggle-only,1
c37d021,kaggle-persuade,1
c382fe5,kaggle-persuade,3
c383da1,kaggle-persuade,12
c384cc2,kaggle-persuade,3
c388cf0,kaggle-persuade,0
c38c5d4,kaggle-persuade,0
c38cf59,kaggle-persuade,1
c3967d2,kaggle-persuade,4
c396ded,kaggle-persuade,1
c3974d3,kaggle-persuade,5
c39cdcc,kaggle-persuade,6
c39fd2a,kaggle-persuade,4
c3a8a5f,kaggle-persuade,1
c3aa83f,kaggle-only,6
c3afb02,kaggle-persuade,0
c3b3b4b,kaggle-persuade,4
c3b868c,kaggle-only,6
c3b8c6c,kaggle-persuade,0
c3b8f1a,kaggle-persuade,0
c3bc0f7,kaggle-persuade,9
c3bdabe,kaggle-persuade,1
c3c5c1c,kaggle-only,9
c3c5ddb,kaggle-persuade,3
c3c6f38,kaggle-persuade,1
c3c95ba,kaggle-only,12
c3ca4c2,kaggle-persuade,1
c3cdc02,kaggle-persuade,1
c3cdc0c,kaggle-only,0
c3ce525,kaggle-persuade,1
c3da063,kaggle-only,1
c3dc201,kaggle-persuade,4
c3e0f50,kaggle-persuade,0
c3e84c6,kaggle-persuade,3
c3ec025,kaggle-only,6
c3f44d5,kaggle-only,0
c3f8479,kaggle-persuade,6
c3f8d1e,kaggle-persuade,4
c3fd587,kaggle-persuade,5
c3fe53f,kaggle-persuade,4
c4014f8,kaggle-persuade,3
c4048b8,kaggle-persuade,1
c406793,kaggle-persuade,9
c40bfc3,kaggle-persuade,5
c411407,kaggle-persuade,4
c4123b1,kaggle-persuade,6
c41860a,kaggle-persuade,1
c41bf97,kaggle-persuade,3
c42027d,kaggle-only,0
c4220dd,kaggle-persuade,0
c423068,kaggle-only,1
c428258,kaggle-persuade,1
c428c7b,kaggle-persuade,6
c42edb6,kaggle-only,0
c42f4bd,kaggle-persuade,3
c433787,kaggle-persuade,0
c4339b8,kaggle-only,3
c4359fe,kaggle-persuade,12
c435fff,kaggle-persuade,0
c438a8a,kaggle-persuade,1
c43fc51,kaggle-persuade,12
c43ffd8,kaggle-only,1
c44350f,kaggle-persuade,9
c445bc3,kaggle-persuade,1
c44be67,kaggle-persuade,3
c45b6c0,kaggle-persuade,9
c45e3c0,kaggle-persuade,0
c45f5ce,kaggle-persuade,5
c45ff55,kaggle-persuade,3
c46ad0d,kaggle-persuade,3
c47258b,kaggle-persuade,1
c4740ce,kaggle-persuade,1
c47b3d5,kaggle-persuade,4
c48368f,kaggle-only,1
c486ab6,kaggle-persuade,4
c4877f9,kaggle-persuade,5
c487f64,kaggle-persuade,4
c48a5bd,kaggle-persuade,0
c48c366,kaggle-persuade,4
c48d027,kaggle-persuade,4
c493091,kaggle-persuade,5
c4949e2,kaggle-persuade,5
c496be4,kaggle-persuade,3
c4a0ea8,kaggle-only,0
c4a3d95,kaggle-persuade,4
c4a89ac,kaggle-only,6
c4adfd0,kaggle-persuade,9
c4ae4af,kaggle-persuade,5
c4b052b,kaggle-persuade,6
c4b4df0,kaggle-only,9
c4b5c88,kaggle-only,3
c4c72a0,kaggle-only,1
c4c74ea,kaggle-persuade,6
c4d0651,kaggle-only,1
c4d222a,kaggle-persuade,9
c4d3703,kaggle-persuade,9
c4d4020,kaggle-persuade,5
c4d54a6,kaggle-persuade,5
c4d960b,kaggle-persuade,9
c4d98da,kaggle-persuade,0
c4dd60a,kaggle-persuade,6
c4deb2e,kaggle-persuade,5
c4ecf88,kaggle-persuade,5
c4f0bd2,kaggle-persuade,1
c4f232b,kaggle-persuade,1
c4f88c8,kaggle-persuade,1
c4f9b90,kaggle-persuade,9
c4fcfd3,kaggle-persuade,1
c4fd319,kaggle-persuade,12
c503e41,kaggle-persuade,0
c506c89,kaggle-persuade,9
c50f5ae,kaggle-persuade,1
c51614c,kaggle-only,6
c51810c,kaggle-persuade,0
c519dc1,kaggle-persuade,5
c522e8f,kaggle-persuade,1
c529e2c,kaggle-persuade,1
c5345d9,kaggle-persuade,3
c5399a3,kaggle-persuade,0
c53c234,kaggle-persuade,3
c53c3de,kaggle-only,1
c53fb5e,kaggle-persuade,0
c5400c9,kaggle-persuade,9
c540400,kaggle-persuade,1
c5420b8,kaggle-persuade,5
c547463,kaggle-persuade,0
c54f667,kaggle-persuade,3
c551b04,kaggle-only,12
c559d42,kaggle-persuade,5
c559e18,kaggle-only,0
c55d6dc,kaggle-persuade,4
c561760,kaggle-persuade,4
c5641ea,kaggle-only,0
c5763cb,kaggle-persuade,5
c5773a4,kaggle-persuade,0
c579dd1,kaggle-only,6
c57bd0d,kaggle-persuade,5
c58321c,kaggle-only,6
c589dc1,kaggle-only,3
c589e9c,kaggle-only,3
c58e91b,kaggle-persuade,6
c58f3b3,kaggle-persuade,9
c591447,kaggle-persuade,5
c597562,kaggle-persuade,9
c5a517d,kaggle-persuade,5
c5a5c3b,kaggle-persuade,9
c5b1a76,kaggle-persuade,4
c5b7d0c,kaggle-only,12
c5b8da8,kaggle-persuade,4
c5bb976,kaggle-only,1
c5bc641,kaggle-only,9
c5bd38a,kaggle-only,1
c5c1b30,kaggle-persuade,0
c5ced33,kaggle-persuade,4
c5d4de9,kaggle-persuade,0
c5d69ce,kaggle-persuade,4
c5e21f4,kaggle-only,0
c5e49a2,kaggle-only,1
c5e85f4,kaggle-persuade,3
c5efa97,kaggle-persuade,6
c5f1310,kaggle-persuade,4
c5f6c71,kaggle-only,3
c5fc2d8,kaggle-only,9
c5ffba9,kaggle-persuade,1
c602ff9,kaggle-persuade,4
c603bae,kaggle-persuade,9
c60eda0,kaggle-only,0
c6114f7,kaggle-persuade,1
c614342,kaggle-only,12
c61a6eb,kaggle-persuade,9
c61cc1b,kaggle-only,12
c61d32d,kaggle-persuade,3
c61d606,kaggle-persuade,3
c61e4cf,kaggle-persuade,0
c620a79,kaggle-persuade,5
c623b02,kaggle-persuade,6
c624421,kaggle-only,1
c625628,kaggle-persuade,1
c62bbd0,kaggle-only,3
c62bfaa,kaggle-persuade,4
c62d306,kaggle-persuade,4
c62e70c,kaggle-only,1
c636e4e,kaggle-persuade,5
c6392b4,kaggle-persuade,0
c63b26e,kaggle-only,12
c63b3bc,kaggle-only,12
c63c8c8,kaggle-persuade,5
c63d535,kaggle-persuade,0
c646a09,kaggle-persuade,6
c647936,kaggle-persuade,1
c6490ff,kaggle-only,6
c64b6c7,kaggle-persuade,0
c64bdd6,kaggle-persuade,4
c64f6b6,kaggle-persuade,0
c651ee9,kaggle-only,0
c6544e8,kaggle-only,0
c660bab,kaggle-persuade,4
c663629,kaggle-persuade,6
c6694d5,kaggle-persuade,5
c6781db,kaggle-persuade,9
c67fbd3,kaggle-only,12
c680658,kaggle-persuade,9
c6833df,kaggle-persuade,5
c68354d,kaggle-persuade,5
c68a3c9,kaggle-only,6
c68a503,kaggle-persuade,4
c68b908,kaggle-persuade,9
c68cdfd,kaggle-persuade,0
c68e728,kaggle-persuade,4
c69b9c3,kaggle-only,12
c69ec85,kaggle-persuade,4
c69f642,kaggle-only,1
c6a39e7,kaggle-persuade,6
c6a49f8,kaggle-persuade,5
c6a6763,kaggle-persuade,4
c6b5ee2,kaggle-persuade,0
c6b7a24,kaggle-persuade,9
c6b85ec,kaggle-persuade,0
c6ba9b3,kaggle-persuade,12
c6baf8a,kaggle-only,1
c6bc72e,kaggle-only,12
c6bcaaa,kaggle-only,3
c6bd099,kaggle-only,1
c6beb17,kaggle-persuade,9
c6c30d3,kaggle-only,6
c6c4bd8,kaggle-only,12
c6c4cc1,kaggle-only,1
c6c6853,kaggle-persuade,0
c6c979c,kaggle-persuade,9
c6c9bf9,kaggle-persuade,5
c6cfd2f,kaggle-persuade,9
c6d5387,kaggle-persuade,9
c6d5ed1,kaggle-persuade,9
c6d8db3,kaggle-persuade,12
c6db974,kaggle-only,6
c6de3c2,kaggle-persuade,9
c6e52e5,kaggle-only,0
c6eb28d,kaggle-persuade,12
c6eb3cf,kaggle-only,1
c6ec467,kaggle-persuade,3
c6f8f44,kaggle-only,1
c6fb45a,kaggle-persuade,3
c701de7,kaggle-persuade,1
c70b97c,kaggle-only,12
c70d2f1,kaggle-persuade,0
c70e02d,kaggle-persuade,9
c710937,kaggle-only,6
c711ade,kaggle-persuade,6
c71cdd0,kaggle-only,12
c71d08f,kaggle-persuade,12
c7215de,kaggle-persuade,6
c721711,kaggle-persuade,0
c7238b0,kaggle-only,12
c72c7ff,kaggle-persuade,0
c72e753,kaggle-persuade,4
c737af8,kaggle-persuade,5
c737e6f,kaggle-persuade,9
c73ee2a,kaggle-only,3
c7423a9,kaggle-persuade,9
c7430fd,kaggle-persuade,4
c7463ad,kaggle-only,1
c74a14f,kaggle-persuade,3
c74afc4,kaggle-persuade,4
c74f1c4,kaggle-persuade,6
c753797,kaggle-only,1
c75f7b4,kaggle-persuade,5
c760686,kaggle-persuade,0
c7619b0,kaggle-persuade,0
c762f49,kaggle-persuade,0
c76391f,kaggle-persuade,1
c765c60,kaggle-persuade,5
c766758,kaggle-persuade,0
c766a61,kaggle-only,6
c76c83a,kaggle-only,6
c76ecf7,kaggle-only,0
c77265c,kaggle-persuade,5
c77359d,kaggle-persuade,0
c77637c,kaggle-persuade,9
c77ce2b,kaggle-persuade,5
c77e108,kaggle-persuade,5
c781ab6,kaggle-persuade,5
c783ce5,kaggle-only,1
c7871eb,kaggle-persuade,4
c7930e4,kaggle-persuade,6
c797511,kaggle-persuade,12
c79938a,kaggle-persuade,6
c7a66e5,kaggle-persuade,1
c7a806f,kaggle-persuade,0
c7a8763,kaggle-only,1
c7aa884,kaggle-persuade,6
c7b6811,kaggle-only,6
c7b6de6,kaggle-only,9
c7b9371,kaggle-persuade,4
c7bc7d4,kaggle-only,0
c7c591e,kaggle-persuade,3
c7cbcd3,kaggle-persuade,4
c7cf4b9,kaggle-only,1
c7d73a4,kaggle-persuade,9
c7d7af9,kaggle-persuade,12
c7d948c,kaggle-only,1
c7dd9b0,kaggle-persuade,1
c7e3380,kaggle-persuade,9
c7e42ce,kaggle-persuade,6
c7e56eb,kaggle-persuade,5
c7e5b0f,kaggle-persuade,12
c7e5fc4,kaggle-persuade,9
c7ed399,kaggle-only,9
c7ee763,kaggle-persuade,12
c7f45ff,kaggle-persuade,1
c7f6c0e,kaggle-persuade,3
c7f9f5e,kaggle-only,12
c7fa2e7,kaggle-only,12
c801518,kaggle-persuade,0
c801796,kaggle-persuade,5
c8019ba,kaggle-persuade,3
c803055,kaggle-persuade,4
c80a861,kaggle-persuade,1
c814755,kaggle-only,6
c816199,kaggle-persuade,6
c817b31,kaggle-persuade,12
c8189de,kaggle-persuade,5
c81baf7,kaggle-persuade,5
c81ccdf,kaggle-persuade,6
c81e8b2,kaggle-persuade,3
c825455,kaggle-persuade,5
c825e74,kaggle-only,1
c82d4bc,kaggle-only,6
c82e0f2,kaggle-persuade,3
c83262d,kaggle-persuade,1
c838d4c,kaggle-persuade,6
c83d850,kaggle-persuade,3
c83eee5,kaggle-only,0
c83f44f,kaggle-persuade,0
c83f4c0,kaggle-persuade,9
c841116,kaggle-only,3
c841d22,kaggle-persuade,9
c84ddf6,kaggle-persuade,6
c84f8c1,kaggle-persuade,0
c85920b,kaggle-persuade,6
c85a60e,kaggle-persuade,5
c85ac45,kaggle-persuade,9
c85eac3,kaggle-persuade,0
c860efb,kaggle-only,12
c863729,kaggle-only,12
c86d82d,kaggle-only,3
c870af2,kaggle-persuade,5
c875917,kaggle-persuade,1
c881343,kaggle-persuade,1
c893eb9,kaggle-persuade,9
c893ec0,kaggle-persuade,5
c8948b3,kaggle-persuade,3
c89cf64,kaggle-persuade,9
c89eda8,kaggle-persuade,6
c8a1b23,kaggle-persuade,9
c8a1bfd,kaggle-persuade,0
c8a4759,kaggle-persuade,9
c8ac4d3,kaggle-only,0
c8ad17b,kaggle-only,3
c8b339f,kaggle-persuade,3
c8b7e84,kaggle-persuade,3
c8b9f6b,kaggle-only,1
c8bec0e,kaggle-persuade,1
c8bf3bc,kaggle-persuade,9
c8bf57b,kaggle-only,1
c8c318d,kaggle-persuade,3
c8c7f71,kaggle-only,0
c8cacc0,kaggle-persuade,12
c8cbdb6,kaggle-persuade,5
c8ced2c,kaggle-only,9
c8d0a57,kaggle-persuade,12
c8d2ad9,kaggle-persuade,5
c8d2ca0,kaggle-only,9
c8d4629,kaggle-only,1
c8d81fe,kaggle-persuade,4
c8dc41b,kaggle-persuade,1
c8dd865,kaggle-persuade,1
c8e4d24,kaggle-persuade,3
c8ebe7a,kaggle-persuade,5
c8ecd5a,kaggle-persuade,9
c8f48f9,kaggle-only,6
c8fb95a,kaggle-persuade,0
c902512,kaggle-persuade,5
c905591,kaggle-only,6
c906156,kaggle-only,1
c9068a7,kaggle-persuade,1
c909c7d,kaggle-persuade,4
c90a358,kaggle-only,0
c90aba8,kaggle-only,6
c90ba1a,kaggle-persuade,1
c912b38,kaggle-persuade,0
c9147bd,kaggle-persuade,4
c91aaf0,kaggle-only,1
c91d08f,kaggle-persuade,1
c9299e8,kaggle-persuade,3
c92bec1,kaggle-persuade,4
c92dce5,kaggle-persuade,4
c92e704,kaggle-persuade,5
c930fa2,kaggle-persuade,5
c933387,kaggle-only,0
c93560a,kaggle-persuade,5
c93db0d,kaggle-persuade,12
c93e9c5,kaggle-persuade,5
c94198e,kaggle-only,0
c9459a1,kaggle-persuade,3
c949ffe,kaggle-persuade,9
c94b689,kaggle-only,6
c94c5d6,kaggle-only,12
c954cd3,kaggle-persuade,4
c963397,kaggle-persuade,3
c966d0a,kaggle-only,1
c9670b6,kaggle-persuade,3
c96c6d7,kaggle-persuade,4
c96e9d6,kaggle-only,0
c9729fa,kaggle-persuade,0
c9759b7,kaggle-persuade,6
c975bdf,kaggle-only,12
c97615c,kaggle-only,9
c976cb4,kaggle-persuade,0
c97daf5,kaggle-persuade,4
c97e5b2,kaggle-only,3
c97eb09,kaggle-persuade,9
c983e08,kaggle-persuade,5
c98a9ba,kaggle-only,1
c98ba96,kaggle-only,0
c98f82e,kaggle-only,0
c99384d,kaggle-persuade,3
c99572e,kaggle-persuade,5
c998974,kaggle-persuade,1
c9a5c3c,kaggle-persuade,9
c9b1df1,kaggle-only,12
c9b67ff,kaggle-only,0
c9ba6e8,kaggle-persuade,9
c9c5c3b,kaggle-persuade,4
c9d4074,kaggle-only,6
c9d93a1,kaggle-persuade,1
c9da758,kaggle-persuade,4
c9de718,kaggle-persuade,5
c9dfa00,kaggle-persuade,3
c9e31fe,kaggle-persuade,0
c9eaef7,kaggle-persuade,5
c9ef046,kaggle-persuade,4
c9f30e7,kaggle-only,12
c9f4cf0,kaggle-persuade,4
c9f673e,kaggle-only,6
c9f83ef,kaggle-persuade,4
c9fd0a5,kaggle-only,0
c9feb22,kaggle-persuade,1
ca061e6,kaggle-only,3
ca093d9,kaggle-persuade,4
ca094a9,kaggle-only,12
ca0c6aa,kaggle-persuade,1
ca0ed2e,kaggle-persuade,1
ca12d21,kaggle-persuade,0
ca164e9,kaggle-persuade,3
ca18c09,kaggle-persuade,0
ca20238,kaggle-persuade,1
ca2218d,kaggle-only,1
ca26a6a,kaggle-only,0
ca298de,kaggle-persuade,0
ca2c547,kaggle-persuade,9
ca2c8f2,kaggle-persuade,4
ca310ad,kaggle-persuade,1
ca340eb,kaggle-persuade,6
ca341c5,kaggle-persuade,0
ca42365,kaggle-only,6
ca44137,kaggle-persuade,1
ca49967,kaggle-only,0
ca49bac,kaggle-persuade,3
ca4bd9f,kaggle-persuade,12
ca4ee70,kaggle-persuade,4
ca545e0,kaggle-persuade,1
ca552f6,kaggle-persuade,4
ca561e4,kaggle-persuade,0
ca5625f,kaggle-only,0
ca58ee7,kaggle-persuade,5
ca5a507,kaggle-persuade,0
ca5a97d,kaggle-only,6
ca5cb31,kaggle-persuade,9
ca5deab,kaggle-persuade,4
ca698d0,kaggle-persuade,5
ca6be42,kaggle-persuade,0
ca6daed,kaggle-persuade,4
ca72f67,kaggle-only,6
ca7b3c6,kaggle-only,12
ca7fb0e,kaggle-persuade,1
ca830b6,kaggle-persuade,4
ca8d53f,kaggle-persuade,5
ca986e1,kaggle-only,1
caa1ffe,kaggle-persuade,6
caa3e02,kaggle-persuade,3
caa6e26,kaggle-persuade,3
caa8993,kaggle-persuade,3
cab5c96,kaggle-persuade,4
caba4d4,kaggle-only,1
caba837,kaggle-persuade,4
cabd0a3,kaggle-persuade,12
cabe99b,kaggle-persuade,5
cac714f,kaggle-only,1
cad0481,kaggle-persuade,9
cad1883,kaggle-persuade,12
cad19f2,kaggle-persuade,12
cad1f5b,kaggle-only,1
cadee56,kaggle-persuade,3
cadfa0a,kaggle-persuade,0
cae51a8,kaggle-only,1
cae7a1a,kaggle-persuade,3
cae9df8,kaggle-only,6
caebbee,kaggle-only,3
caf4c50,kaggle-persuade,12
caf4f81,kaggle-persuade,5
caf5ac3,kaggle-persuade,0
caf5cc2,kaggle-persuade,0
caf6416,kaggle-persuade,9
caf6bec,kaggle-persuade,1
cafa345,kaggle-persuade,5
cafe815,kaggle-persuade,0
cafeccc,kaggle-persuade,5
cb01da9,kaggle-persuade,6
cb02c27,kaggle-persuade,4
cb066eb,kaggle-persuade,4
cb07a2e,kaggle-persuade,4
cb1082b,kaggle-persuade,1
cb1522b,kaggle-persuade,4
cb15b48,kaggle-persuade,5
cb16964,kaggle-persuade,6
cb202d1,kaggle-persuade,0
cb21e2f,kaggle-only,0
cb2b378,kaggle-persuade,1
cb2dd7f,kaggle-only,1
cb2fcde,kaggle-only,1
cb32d29,kaggle-persuade,9
cb3376d,kaggle-persuade,3
cb35509,kaggle-persuade,12
cb38785,kaggle-persuade,12
cb44d67,kaggle-persuade,3
cb4bb86,kaggle-persuade,1
cb4c1e1,kaggle-persuade,4
cb51647,kaggle-persuade,0
cb5292e,kaggle-persuade,0
cb5293e,kaggle-persuade,1
cb53110,kaggle-persuade,3
cb563a5,kaggle-persuade,1
cb6af4d,kaggle-persuade,1
cb72ed0,kaggle-persuade,1
cb73756,kaggle-persuade,12
cb7624a,kaggle-persuade,12
cb77f5e,kaggle-persuade,4
cb7833a,kaggle-persuade,5
cb7e33d,kaggle-persuade,0
cb7e6c4,kaggle-only,6
cb7f6a0,kaggle-persuade,12
cb7fe75,kaggle-persuade,9
cb82dc0,kaggle-persuade,0
cb8c409,kaggle-only,6
cb90005,kaggle-persuade,9
cb95cc1,kaggle-persuade,9
cb989ad,kaggle-persuade,6
cb9a225,kaggle-persuade,6
cb9d205,kaggle-persuade,4
cba180a,kaggle-persuade,6
cba2be0,kaggle-persuade,12
cba7a80,kaggle-only,1
cbb9876,kaggle-persuade,6
cbbc4a8,kaggle-persuade,6
cbbcc9f,kaggle-persuade,1
cbc19cc,kaggle-persuade,3
cbc28c7,kaggle-persuade,1
cbc3627,kaggle-persuade,0
cbc7883,kaggle-persuade,9
cbc7fbb,kaggle-only,12
cbcf284,kaggle-persuade,4
cbd105f,kaggle-persuade,4
cbd358f,kaggle-persuade,3
cbd49f8,kaggle-only,1
cbd5c1b,kaggle-persuade,0
cbd6a23,kaggle-persuade,0
cbd7ec6,kaggle-persuade,4
cbdb095,kaggle-persuade,0
cbdf284,kaggle-persuade,3
cbe244c,kaggle-persuade,0
cbe879e,kaggle-persuade,5
cbedebe,kaggle-persuade,0
cbee6a1,kaggle-persuade,6
cbf0828,kaggle-only,12
cbfb6ff,kaggle-persuade,1
cbfd6dd,kaggle-persuade,5
cbff5cb,kaggle-persuade,0
cc01bbd,kaggle-persuade,6
cc07126,kaggle-persuade,3
cc08072,kaggle-persuade,12
cc0bb04,kaggle-persuade,4
cc0dde2,kaggle-persuade,3
cc11483,kaggle-persuade,6
cc12684,kaggle-only,9
cc18f2f,kaggle-persuade,3
cc1b64a,kaggle-persuade,5
cc1d174,kaggle-persuade,0
cc1f63b,kaggle-persuade,12
cc2453a,kaggle-only,6
cc24973,kaggle-persuade,0
cc266ee,kaggle-only,0
cc28ac9,kaggle-persuade,0
cc2b68c,kaggle-only,1
cc2d280,kaggle-persuade,0
cc30810,kaggle-only,9
cc35b2f,kaggle-persuade,4
cc37102,kaggle-only,3
cc3a94c,kaggle-persuade,5
cc41976,kaggle-only,12
cc54cd6,kaggle-persuade,6
cc6b0c8,kaggle-persuade,1
cc6e400,kaggle-only,0
cc737b5,kaggle-persuade,0
cc751c6,kaggle-persuade,5
cc77365,kaggle-persuade,0
cc77ea3,kaggle-persuade,9
cc7b185,kaggle-persuade,5
cc7e82a,kaggle-only,12
cc818e9,kaggle-persuade,6
cc8319c,kaggle-persuade,0
cc88583,kaggle-persuade,1
cc93324,kaggle-persuade,1
cca1cb3,kaggle-persuade,9
cca24a0,kaggle-persuade,5
cca4654,kaggle-persuade,0
ccaa072,kaggle-persuade,3
ccacd9a,kaggle-persuade,12
ccafc96,kaggle-persuade,5
ccb13fd,kaggle-only,3
ccbd68e,kaggle-persuade,1
ccbecd2,kaggle-only,1
ccc1098,kaggle-persuade,3
ccc30f4,kaggle-only,12
ccc4a3b,kaggle-persuade,4
cccaefb,kaggle-persuade,5
ccd90bb,kaggle-persuade,6
cce0c08,kaggle-persuade,4
cce5898,kaggle-persuade,12
cce77c3,kaggle-persuade,0
cce806d,kaggle-persuade,6
cceb8d1,kaggle-persuade,1
ccefbd7,kaggle-persuade,12
ccf34f3,kaggle-only,12
ccfbac7,kaggle-only,1
ccfc77d,kaggle-persuade,4
ccfc7b5,kaggle-persuade,6
cd00112,kaggle-persuade,6
cd03571,kaggle-only,1
cd08ad7,kaggle-persuade,0
cd0a006,kaggle-only,3
cd0d634,kaggle-persuade,4
cd0deb2,kaggle-persuade,12
cd11d3b,kaggle-persuade,3
cd151bf,kaggle-persuade,3
cd1bcfa,kaggle-persuade,0
cd1df72,kaggle-persuade,9
cd1f872,kaggle-persuade,1
cd222a9,kaggle-persuade,0
cd2398d,kaggle-persuade,1
cd27691,kaggle-persuade,1
cd279d1,kaggle-persuade,1
cd32f6d,kaggle-persuade,3
cd3902f,kaggle-persuade,9
cd42609,kaggle-persuade,1
cd4462c,kaggle-only,1
cd44a5a,kaggle-persuade,9
cd4a80f,kaggle-only,6
cd4cff6,kaggle-persuade,4
cd50393,kaggle-persuade,5
cd56bc6,kaggle-only,6
cd644de,kaggle-persuade,4
cd65096,kaggle-persuade,0
cd6586d,kaggle-only,9
cd66471,kaggle-persuade,5
cd6d09a,kaggle-only,12
cd6f974,kaggle-persuade,9
cd726da,kaggle-only,12
cd76853,kaggle-only,1
cd7941c,kaggle-only,0
cd7d4a3,kaggle-persuade,3
cd7ffd1,kaggle-persuade,5
cd877de,kaggle-persuade,6
cd99d58,kaggle-only,12
cd9cf36,kaggle-only,6
cd9d88d,kaggle-persuade,3
cd9e877,kaggle-only,3
cd9f561,kaggle-persuade,1
cda1813,kaggle-persuade,3
cda310b,kaggle-persuade,4
cda556e,kaggle-only,9
cdabeb5,kaggle-persuade,1
cdae844,kaggle-persuade,1
cdb7f7e,kaggle-only,0
cdb8035,kaggle-persuade,12
cdb8686,kaggle-persuade,5
cdc1cff,kaggle-only,12
cdc231b,kaggle-persuade,1
cdc6945,kaggle-persuade,1
cdcc97e,kaggle-only,12
cdd506f,kaggle-persuade,6
cddb65e,kaggle-persuade,0
cde0de4,kaggle-persuade,4
cde8ee7,kaggle-persuade,1
cdef38a,kaggle-persuade,12
cdf420a,kaggle-persuade,3
cdf4b4f,kaggle-only,1
cdf6869,kaggle-persuade,3
cdff3b2,kaggle-persuade,4
ce00d53,kaggle-persuade,4
ce01b85,kaggle-only,0
ce03364,kaggle-persuade,4
ce0be14,kaggle-persuade,9
ce0fa56,kaggle-persuade,0
ce1060a,kaggle-persuade,12
ce18845,kaggle-only,3
ce18d67,kaggle-persuade,4
ce1d3dd,kaggle-only,12
ce215cd,kaggle-persuade,3
ce2c085,kaggle-persuade,4
ce2e7ba,kaggle-only,1
ce2ef24,kaggle-persuade,5
ce30566,kaggle-persuade,4
ce34d62,kaggle-persuade,4
ce356c9,kaggle-only,6
ce37922,kaggle-persuade,0
ce37fb3,kaggle-persuade,4
ce42bad,kaggle-persuade,4
ce4e3d3,kaggle-persuade,5
ce51886,kaggle-persuade,4
ce5391a,kaggle-only,12
ce5b0bc,kaggle-only,1
ce5eebd,kaggle-only,0
ce5f251,kaggle-only,3
ce69f4d,kaggle-only,6
ce6c762,kaggle-only,6
ce714ad,kaggle-persuade,9
